RM,Ano,Produto,Valor_Venda
Região Metropolitana do Vale do Rio Cuiabá,2014,ALCOOL,2.042142732811125
Região Metropolitana do Vale do Rio Cuiabá,2014,GASOLINA,3.0415263004940303
Região Metropolitana do Vale do Rio Cuiabá,2014,GNV,2.13667469879518
Região Metropolitana do Vale do Rio Cuiabá,2015,DIESEL,3.0713751160631153
Região Metropolitana do Vale do Rio Cuiabá,2015,DIESEL S10,3.2544987727049737
Região Metropolitana do Vale do Rio Cuiabá,2015,ALCOOL,2.077826109660536
Região Metropolitana do Vale do Rio Cuiabá,2015,GASOLINA,3.3318536012526683
Região Metropolitana do Vale do Rio Cuiabá,2015,GNV,2.334705882352942
Região Metropolitana do Vale do Rio Cuiabá,2016,DIESEL,3.2769435307017356
Região Metropolitana do Vale do Rio Cuiabá,2016,DIESEL S10,3.468857698961933
Região Metropolitana do Vale do Rio Cuiabá,2016,ALCOOL,2.5487572027239658
Região Metropolitana do Vale do Rio Cuiabá,2016,GASOLINA,3.7080733176225262
Região Metropolitana do Vale do Rio Cuiabá,2016,GNV,2.592484375000002
Região Metropolitana do Vale do Rio Cuiabá,2017,DIESEL,3.3603996437054358
Região Metropolitana do Vale do Rio Cuiabá,2017,DIESEL S10,3.509795012679598
Região Metropolitana do Vale do Rio Cuiabá,2017,ALCOOL,2.3957233560091042
Região Metropolitana do Vale do Rio Cuiabá,2017,GASOLINA,3.7235238095238676
Região Metropolitana do Vale do Rio Cuiabá,2017,GNV,2.677428571428575
Região Metropolitana do Vale do Rio Cuiabá,2018,DIESEL,3.717952333166092
Região Metropolitana do Vale do Rio Cuiabá,2018,DIESEL S10,3.8165115316380174
Região Metropolitana do Vale do Rio Cuiabá,2018,ALCOOL,2.6236210325857385
Região Metropolitana do Vale do Rio Cuiabá,2018,GASOLINA,4.420785427666243
Região Metropolitana do Vale do Rio Cuiabá,2018,GNV,2.706717948717947
Região Metropolitana do Vale do Rio Cuiabá,2019,DIESEL,3.8421454643048913
Região Metropolitana do Vale do Rio Cuiabá,2019,DIESEL S10,3.9074010335917744
Região Metropolitana do Vale do Rio Cuiabá,2019,ALCOOL,2.5324053776683457
Região Metropolitana do Vale do Rio Cuiabá,2019,GASOLINA,4.423659311198175
Região Metropolitana do Vale do Rio Cuiabá,2019,GNV,2.924
Rio Branco,2013,DIESEL,2.7114205128204896
Rio Branco,2013,DIESEL S10,2.8083781512605
Rio Branco,2013,ALCOOL,2.6285793103448105
Rio Branco,2013,GASOLINA,3.207434042553204
Rio Branco,2014,DIESEL,2.9631464393179554
Rio Branco,2014,DIESEL S10,3.0617707509881207
Rio Branco,2014,ALCOOL,2.8189817578772893
Rio Branco,2014,GASOLINA,3.345793650793639
Rio Branco,2015,DIESEL,3.31672857142856
Rio Branco,2015,DIESEL S10,3.418256097560983
Rio Branco,2015,ALCOOL,3.039746971736204
Rio Branco,2015,GASOLINA,3.7820386343216454
Rio Branco,2016,DIESEL,3.5242891089109003
Rio Branco,2016,DIESEL S10,3.617909743589734
Rio Branco,2016,ALCOOL,3.330559888579373
Rio Branco,2016,GASOLINA,4.026330197554083
Rio Branco,2017,DIESEL,3.7743873441994222
Rio Branco,2017,DIESEL S10,3.8547181467181506
Rio Branco,2017,ALCOOL,3.6414228432563713
Rio Branco,2017,GASOLINA,4.283359633027548
Rio Branco,2018,DIESEL,4.2187042857142085
Rio Branco,2018,DIESEL S10,4.283012622720884
Rio Branco,2018,ALCOOL,3.914697894736799
Rio Branco,2018,GASOLINA,4.92349324324319
Rio Branco,2019,DIESEL,4.353933518005525
Rio Branco,2019,DIESEL S10,4.40483068417416
Rio Branco,2019,ALCOOL,3.929687645687617
Rio Branco,2019,GASOLINA,4.7959895013123
